nm'	wfl'	nmqm	bj'	bad0	zh	ww0	adrg	adrs	wohng	wohns	badkach	fenster	kueche	mvdauer	bjkat	wflkat	rooms
1307.77	64	20.433906	1989.5	0	1	0	0	0	1	0	1	0	0	3	6	2	2
1294.3	95	13.624211	1893	0	1	0	0	0	1	0	0	0	0	4	1	3	3
825.88	72	11.470556	1957	0	1	0	0	0	1	0	0	0	0	20	3	2	4
608.76	58	10.495862	1957	0	1	0	0	0	1	0	1	0	1	4	3	2	2
695.03	29	23.966552	1957	0	1	0	0	0	1	0	0	0	0	0	3	1	1
822.74	59	13.944746	1933.5	0	1	0	0	0	1	0	0	0	0	2	2	2	2
1239.17	61	20.314262	1957	0	1	0	0	0	1	0	0	0	0	4	3	2	3
1215.08	94	12.926383	1957	0	1	0	0	0	1	0	0	0	0	12	3	3	3
1276.97	120	10.641417	1957	0	0	0	0	0	1	0	1	0	0	31	3	3	5
421.53	72	5.854583	1957	0	1	0	0	0	0	0	1	0	0	33	3	2	3
1007.66	70	14.395143	1957	0	1	0	0	0	1	0	1	0	0	4	3	2	3
1057.76	89	11.884944	1971.5	0	1	0	0	0	0	0	1	0	0	26	4	3	4
1830.7	100	18.307	1971.5	0	1	0	0	0	0	0	1	0	0	11	4	3	5
1503.74	85	17.691059	1957	0	1	0	0	0	0	0	1	0	0	6	3	3	3
570.9	30	19.03	1971.5	0	1	0	0	0	0	0	1	0	0	1	4	1	1
845.29	64	13.207656	1933.5	0	1	0	0	0	1	0	1	0	0	10	2	2	2
868.28	69	12.583768	1957	0	1	0	0	0	0	0	1	0	0	32	3	2	3
285.14	59	4.832881	1957	0	0	0	0	0	0	0	0	0	0	24	3	2	2
272.06	46	5.914348	1957	0	0	1	0	0	0	0	0	0	0	1	3	1	2
740.57	50	14.8114	1957	0	0	0	0	0	0	0	0	0	0	18	3	1	2
700.31	51	13.731569	1957	0	0	0	0	0	0	0	0	0	0	20	3	2	2
543.46	37	14.688108	1933.5	1	0	0	0	0	0	0	0	0	0	1	2	1	1
413.05	76	5.434868	1893	0	0	0	0	0	0	0	1	0	0	43	1	2	3
813.83	50	16.2766	1893	0	1	0	0	0	0	0	1	0	0	1	1	1	2
1184.54	98	12.087143	1933.5	0	1	0	0	0	0	1	1	0	0	2	2	3	5
661.78	51	12.976078	1971.5	0	1	0	0	0	0	0	0	0	0	5	4	2	2
674.22	68	9.915	1971.5	0	1	0	0	0	0	0	0	0	0	21	4	2	3
594.77	63	9.440794	1971.5	0	1	0	0	0	0	0	0	0	0	6	4	2	2
674.42	72	9.366944	1971.5	0	1	0	0	0	0	0	0	0	0	22	4	2	2
723.5	70	10.335714	1957	0	1	0	0	0	1	0	0	0	0	33	3	2	3
637.71	86	7.415233	1957	0	1	0	0	0	1	0	0	0	0	6	3	3	3
329.34	34	9.686471	1957	0	1	0	0	0	1	0	0	0	0	14	3	1	2
877.43	64	13.709844	1987.5	0	1	0	0	0	1	0	0	0	0	4	6	2	2
950.3	48	19.797917	1957	0	1	0	0	0	0	1	0	0	0	2	3	1	1
447.26	28	15.973571	1957	0	1	0	0	0	0	1	0	0	0	4	3	1	1
467.81	118	3.964492	1893	0	0	0	0	0	0	0	0	0	0	4	1	3	4
437.54	60	7.292333	1893	0	0	1	0	0	0	1	0	0	0	53	1	2	3
716	82	8.731707	1893	0	1	0	0	0	0	1	1	0	0	1	1	3	3
366.21	35	10.463143	1893	0	0	0	0	0	0	1	0	0	0	11	1	1	1
461.08	68	6.780588	1897	1	0	0	0	0	0	1	0	0	0	2	1	2	3
564.11	56	10.073393	1893	0	1	0	0	0	0	1	1	0	0	8	1	2	3
555.44	40	13.886	1959	0	1	0	0	0	0	1	0	0	0	1	3	1	1
541.09	30	18.036333	1959	0	1	0	0	0	0	1	0	0	0	5	3	1	1
528.7	50	10.574	1893	0	0	0	0	0	0	0	0	0	0	7	1	1	3
619.72	108	5.738148	1893	0	0	1	0	0	0	0	0	0	0	24	1	3	5
429.96	128	3.359062	1893	0	1	0	0	0	0	1	0	0	0	6	1	3	6
680.29	67	10.153582	1957	0	1	0	0	0	0	0	1	0	0	8	3	2	3
905.85	66	13.725	1893	0	1	0	0	0	0	0	1	0	0	14	1	2	3
467.6	30	15.586667	1963	0	1	0	0	0	0	1	0	0	0	4	3	1	1
924.71	46	20.102391	1933.5	0	1	0	0	0	0	1	1	0	0	4	2	1	2
715.19	50	14.3038	1902	0	0	0	0	0	0	0	0	0	0	5	1	1	2
698.69	45	15.526444	1902	0	0	0	0	0	0	0	0	0	0	2	1	1	2
833.69	45	18.526444	1902	0	0	0	0	0	0	0	0	0	0	1	1	1	2
912	117	7.794872	1933.5	0	1	0	1	0	1	0	1	0	0	28	2	3	5
485.18	38	12.767895	1933.5	0	1	0	0	0	1	0	0	0	0	4	2	1	2
768.88	49	15.691429	1957	0	1	0	0	0	0	0	0	0	0	6	3	1	2
226	65	3.476923	1933.5	0	0	0	0	0	0	0	1	0	0	3	2	2	3
423.17	47	9.003617	1950	0	0	0	0	0	0	0	1	0	0	1	3	1	2
1097.75	108	10.164352	1933.5	0	0	0	1	0	1	0	0	0	0	22	2	3	5
1157.18	95	12.180842	1941	1	1	0	0	0	1	0	0	0	0	4	2	3	4
380.84	64	5.950625	1902	0	1	0	0	0	1	0	1	0	0	2	1	2	2
1250	150	8.333333	1927	0	0	0	0	0	1	0	1	0	0	9	2	3	4
595.11	60	9.9185	1893	0	0	1	0	0	0	0	0	0	0	6	1	2	3
1410	78	18.076923	1971.5	0	1	0	0	0	0	0	1	0	0	18	4	2	3
1144.87	75	15.264933	1971.5	0	1	0	0	0	0	0	1	0	0	2	4	2	3
1977.24	103	19.196505	1957	0	1	0	0	0	0	0	1	0	0	1	3	3	4
676.14	63	10.732381	1933.5	0	1	0	0	0	0	0	0	0	0	6	2	2	3
723.88	52	13.920769	1933.5	0	1	0	0	0	0	0	0	0	0	10	2	2	2
1486.56	84	17.697143	1971.5	0	1	0	0	0	0	0	1	0	1	3	4	3	3
737.55	40	18.43875	1957	0	0	0	0	0	0	0	0	0	0	2	3	1	2
996.43	54	18.452407	1957	0	1	0	0	0	0	0	1	0	0	6	3	2	2
1233.16	114	10.817193	1933.5	0	1	0	0	0	1	0	1	0	1	2	2	3	3
481.61	35	13.760286	1938	0	1	0	0	0	1	0	0	0	1	1	2	1	2
303.2	50	6.064	1957	0	1	0	0	0	1	0	0	0	0	37	3	1	2
1213	60	20.216667	1992	0	1	0	0	0	1	0	1	0	1	0	6	2	2
1733.83	90	19.264778	1893	0	1	0	0	0	1	0	1	0	0	2	1	3	2
3010.16	164	18.354634	1893	0	1	0	0	0	1	0	0	0	0	2	1	3	6
922.76	80	11.5345	1933.5	0	1	0	0	0	1	0	1	0	1	1	2	2	3
342.13	81	4.223827	1933.5	0	1	0	0	0	0	0	0	0	0	21	2	3	3
516.01	45	11.466889	1893	0	1	0	0	0	0	0	1	0	0	11	1	1	1
586.07	75	7.814267	1957	0	0	0	0	0	0	0	1	0	0	20	3	2	2
905.09	74	12.230946	1893	0	1	0	0	0	0	0	0	0	0	4	1	2	2
651.69	115	5.66687	1893	0	0	1	0	0	0	0	1	0	0	6	1	3	5
924.4	40	23.11	1893	0	1	0	0	0	0	0	0	0	0	2	1	1	2
885.53	72	12.299028	1933.5	0	1	0	0	0	0	0	1	0	1	0	2	2	2
600.88	76	7.906316	1893	0	0	1	0	0	0	0	0	0	0	33	1	2	3
573.32	76	7.543684	1893	0	0	1	0	0	0	0	0	0	0	44	1	2	3
1466.8	70	20.954286	1893	0	0	0	0	0	0	0	0	0	0	1	1	2	3
943.08	80	11.7885	1933.5	0	1	0	0	0	0	0	1	0	0	5	2	2	3
1014.84	62	16.368387	1957	0	1	0	0	0	0	0	1	0	0	10	3	2	2
563.8	56	10.067857	1957	0	1	0	0	0	0	0	1	0	0	9	3	2	2
1120.27	87	12.876667	1957	0	1	0	0	0	0	0	1	0	0	17	3	3	3
977.66	160	6.110375	1893	1	0	1	0	0	0	0	0	1	0	48	1	3	5
914.54	86	10.634186	1957	0	0	0	0	0	0	0	0	1	0	8	3	3	3
1100.7	62	17.753226	1957	0	1	0	0	0	0	0	1	0	0	2	3	2	2
539.4	60	8.99	1893	0	1	0	0	0	0	0	0	0	0	7	1	2	3
759.08	68	11.162941	1893	0	1	0	0	0	0	0	0	0	0	35	1	2	3
670.26	62	10.810645	1957	0	1	0	0	0	0	0	1	0	0	25	3	2	4
696.98	64	10.890312	1933.5	0	1	0	0	0	0	0	1	0	0	10	2	2	3
941.97	95	9.915474	1957	0	1	0	0	0	0	0	1	0	0	29	3	3	2
1668.67	90	18.540778	1957	0	1	0	0	0	0	0	1	0	0	11	3	3	3
757.54	33	22.955758	1957	0	1	0	0	0	0	0	0	0	1	1	3	1	1
456.17	80	5.702125	1893	0	0	0	0	0	0	0	1	0	0	17	1	2	4
763.3	85	8.98	1985	0	1	0	0	0	0	0	1	0	0	1	6	3	3
605.8	60	10.096667	1893	0	0	0	0	0	0	0	0	0	0	9	1	2	3
794.21	71	11.186056	1933.5	0	1	0	0	0	0	0	0	0	0	33	2	2	2
720.21	71	10.143803	1933.5	0	1	0	0	0	0	0	1	0	0	36	2	2	3
1346.83	80	16.835375	1957	0	1	0	0	0	1	0	1	0	0	7	3	2	2
576.51	35	16.471714	1893	1	1	0	0	0	0	0	0	0	0	4	1	1	2
771.35	81	9.52284	1893	0	0	1	0	0	0	0	0	0	0	3	1	3	3
1766.11	125	14.12888	1893	0	1	0	0	0	0	0	1	0	0	5	1	3	5
1302.4	141	9.236879	1893	0	1	0	0	0	0	0	1	0	0	14	1	3	4
867.2	80	10.84	1893	0	0	1	0	0	0	0	0	0	0	8	1	2	3
563.61	110	5.123727	1893	0	0	1	0	0	0	0	0	0	0	55	1	3	4
442.04	180	2.455778	1933.5	0	0	1	0	0	1	0	0	0	0	23	2	3	5
400.29	95	4.213579	1933.5	0	0	0	0	0	1	0	1	0	0	14	2	3	4
977.21	105	9.306762	1893	0	1	0	0	0	1	0	1	0	0	9	1	3	3
1050.1	70	15.001429	1893	0	0	0	0	0	1	0	1	0	1	3	1	2	2
811.83	47	17.272979	1893	0	0	0	0	0	1	0	1	0	0	4	1	1	2
365.08	58	6.294483	1893	0	0	0	0	0	0	0	0	0	0	25	1	2	2
649.45	69	9.412319	1957	0	1	0	0	0	1	0	0	0	0	31	3	2	3
1567.6	100	15.676	1957	0	1	0	0	0	1	0	1	0	0	2	3	3	5
764.29	63	12.131587	1957	0	1	0	0	0	1	0	0	0	0	30	3	2	2
608	67	9.074627	1971.5	0	1	0	0	0	0	0	1	0	0	25	4	2	3
628	78	8.051282	1971.5	0	1	0	0	0	0	0	1	0	0	7	4	2	3
481	58	8.293103	1971.5	0	1	0	0	0	0	0	1	0	0	25	4	2	2
475	29	16.37931	1972	0	1	0	0	0	0	0	1	1	0	3	4	1	2
728.03	78	9.333718	1971.5	0	1	0	0	0	0	0	1	1	0	23	4	2	3
533.45	69	7.731159	1967	0	1	0	0	0	0	0	1	1	0	0	4	2	3
762.02	78	9.769487	1971.5	0	1	0	0	0	0	0	1	1	0	5	4	2	3
478.92	68	7.042941	1957	0	1	0	0	0	0	0	1	1	0	2	3	2	2
433.8	48	9.0375	1969	0	1	0	0	0	0	0	1	1	0	3	4	1	2
740.28	68	10.886471	1969	0	1	0	0	0	0	0	1	0	0	3	4	2	2
417.3	36	11.591667	1972	0	1	0	0	0	0	0	0	0	0	3	4	1	2
556.67	36	15.463056	1972	0	1	0	0	0	0	0	1	0	0	1	4	1	2
472.05	35	13.487143	1972	0	1	0	0	0	0	0	1	0	0	5	4	1	2
413	37	11.162162	1971.5	0	1	0	0	0	0	0	1	0	0	20	4	1	1
597.38	64	9.334062	1968	0	1	0	0	0	0	0	1	0	0	2	4	2	2
861	65	13.246154	1971.5	0	1	0	0	0	0	0	1	0	0	23	4	2	2
608.17	49	12.411633	1969	0	1	0	0	0	0	0	1	1	0	3	4	1	2
818.14	68	12.031471	1957	0	1	0	0	0	0	0	1	0	0	2	3	2	3
587.86	52	11.305	1957	0	1	0	0	0	0	0	0	0	0	9	3	2	2
696.91	77	9.050779	1933.5	0	1	0	0	0	0	0	1	0	0	28	2	2	3
184.94	65	2.845231	1919	0	1	0	0	0	0	0	1	0	0	2	2	2	2
440.31	35	12.580286	1969	0	1	0	0	0	0	0	0	0	0	2	4	1	1
847.42	35	24.212	1969	0	1	0	0	0	0	0	1	0	1	4	4	1	1
469.5	32	14.671875	1969	0	1	0	0	0	0	0	1	0	0	11	4	1	1
499.97	32	15.624062	1971.5	0	1	0	0	0	0	0	1	0	0	8	4	1	1
744.66	48	15.51375	1963	0	1	0	0	0	0	0	1	0	0	0	3	1	2
231.4	60	3.856667	1957	0	1	0	0	0	0	0	0	0	0	29	3	2	3
526.26	75	7.0168	1971.5	0	1	0	0	0	0	0	0	0	0	11	4	2	3
1273.46	86	14.807674	1971.5	0	1	0	0	0	0	0	1	0	1	1	4	3	3
1693.35	150	11.289	1957	0	1	0	0	0	0	0	1	0	0	7	3	3	5
848.27	67	12.660746	1971.5	0	1	0	0	0	0	0	1	0	0	3	4	2	3
902.24	89	10.137528	1971.5	0	1	0	0	0	0	0	1	0	0	7	4	3	4
822.1	100	8.221	1971.5	0	1	0	0	0	0	0	1	0	0	6	4	3	4
1691.25	118	14.332627	1980.5	0	1	0	0	1	0	1	1	0	1	2	5	3	4
510.55	42	12.155952	1980.5	0	1	0	0	1	0	1	1	0	1	3	5	1	1
855	68	12.573529	1971.5	0	1	0	0	0	0	0	1	0	0	23	4	2	2
749.16	60	12.486	1971.5	0	1	0	0	0	0	0	1	0	0	23	4	2	2
677.28	55	12.314182	1971.5	0	1	0	0	0	0	0	1	0	1	7	4	2	2
2028.43	103	19.693495	1971.5	0	1	0	0	0	0	0	1	0	0	2	4	3	4
1500	77	19.480519	1971.5	0	1	0	0	0	0	0	1	0	0	2	4	2	3
650	67	9.701493	1971.5	0	1	0	0	0	0	0	1	0	1	1	4	2	2
1300	80	16.25	1957	0	1	0	0	0	0	0	1	0	0	1	3	2	4
489.72	80	6.1215	1971.5	0	1	0	0	1	0	0	1	0	0	15	4	2	3
363.18	64	5.674688	1957	0	1	0	0	0	0	0	1	0	0	21	3	2	3
764.69	73	10.475205	1957	0	1	0	0	0	1	0	0	0	0	22	3	2	3
764.69	73	10.475205	1957	0	1	0	0	0	1	0	0	0	0	17	3	2	3
895.82	74	12.105676	1957	0	1	0	0	0	1	0	1	0	0	15	3	2	3
831.35	65	12.79	1971.5	0	1	0	0	0	0	0	1	0	0	2	4	2	3
622.05	55	11.31	1971.5	0	1	0	0	0	0	0	1	0	0	26	4	2	3
607.35	56	10.845536	1893	0	0	0	0	0	1	0	1	0	1	6	1	2	3
394.23	140	2.815929	1957	0	1	0	0	0	1	0	1	0	0	27	3	3	5
576.95	75	7.692667	1971.5	0	0	0	0	0	1	0	1	0	0	13	4	2	3
1153.72	76	15.180526	1933.5	0	1	0	0	0	1	0	1	0	0	4	2	2	3
781.2	70	11.16	1971.5	0	1	0	0	0	1	0	0	0	0	1	4	2	3
1566.48	95	16.489263	1980.5	0	1	0	0	0	1	0	1	0	0	7	5	3	4
1600.33	95	16.845579	1980.5	0	1	0	0	0	1	0	1	0	0	14	5	3	4
1370.88	88	15.578182	1957	0	1	0	0	0	1	0	1	0	0	5	3	3	3
758.86	65	11.674769	1985	0	1	0	0	0	0	0	1	0	0	2	6	2	3
669.15	84	7.966071	1971.5	0	1	0	0	0	1	0	1	0	0	5	4	3	4
797.52	46	17.337391	1966	0	1	0	0	0	0	0	1	0	0	3	4	1	2
494.18	26	19.006923	1966	0	1	0	0	0	0	0	1	0	0	16	4	1	1
664.9	68	9.777941	1957	0	1	0	0	0	0	0	1	0	0	28	3	2	3
382.8	30	12.76	1964	0	1	0	0	0	0	0	0	0	0	2	3	1	1
604.11	67	9.016567	1957	0	1	0	0	0	0	0	1	0	0	30	3	2	3
532.3	73	7.291781	1957	0	1	0	0	0	0	0	1	0	0	2	3	2	3
409.13	61	6.707049	1918	0	0	0	0	0	0	0	1	0	0	5	1	2	2
898.47	80	11.230875	1967	0	1	0	0	0	0	0	1	0	0	11	4	2	3
437.07	80	5.463375	1971.5	0	1	0	0	0	0	0	1	0	0	15	4	2	3
333.29	80	4.166125	1971.5	0	1	0	0	0	0	0	1	0	0	13	4	2	3
506.11	42	12.050238	1971.5	0	1	0	0	1	0	1	1	0	0	20	4	1	1
809.74	60	13.495667	1971.5	0	1	0	0	1	0	1	1	0	0	6	4	2	2
621.46	80	7.76825	1893	0	1	0	0	0	0	1	1	0	0	6	1	2	3
474.27	44	10.778864	1971.5	0	1	0	0	0	0	0	1	0	0	13	4	1	2
1142.69	87	13.134368	1971.5	0	1	0	0	0	0	0	1	0	0	4	4	3	4
863.09	87	9.920575	1971.5	0	1	0	0	0	0	0	1	0	0	21	4	3	3
558.74	60	9.312333	1957	0	1	0	0	0	0	0	1	0	0	17	3	2	2
881.36	53	16.629434	1957	0	1	0	0	0	0	0	1	0	0	8	3	2	2
551.2	110	5.010909	1893	0	1	0	0	0	0	0	1	0	0	32	1	3	5
712.32	50	14.2464	1957	0	1	0	0	0	0	0	1	0	0	28	3	1	2
752.22	78	9.643846	1957	0	1	0	0	0	0	0	0	0	0	7	3	2	3
445.9	52	8.575	1957	0	1	0	0	0	1	0	0	0	0	6	3	2	2
650.59	52	12.511346	1957	0	0	0	0	0	1	0	0	0	0	6	3	2	2
625.47	52	12.028269	1957	0	1	0	0	0	1	0	1	0	0	5	3	2	2
957.42	70	13.677429	1971.5	0	1	0	0	0	0	0	1	0	1	9	4	2	2
600.84	32	18.77625	1971.5	0	1	0	0	0	0	0	1	0	0	11	4	1	1
370.12	82	4.513659	1893	0	0	1	0	0	0	0	0	0	0	29	1	3	3
283.32	60	4.722	1893	1	0	1	0	0	0	0	0	0	0	13	1	2	2
1834.9	88	20.851136	1989.5	0	1	0	0	0	1	0	1	0	0	3	6	3	4
897.55	65	13.808462	1950	0	1	0	0	0	1	0	1	0	1	3	3	2	3
1820.2	92	19.784783	1971.5	0	1	0	0	0	1	0	1	0	0	2	4	3	3
1159.75	92	12.605978	1957	0	1	0	0	0	1	0	1	1	0	18	3	3	3
690.37	69	10.005362	1957	0	1	0	0	0	0	0	0	0	0	18	3	2	3
619.76	46	13.473043	1957	0	1	0	0	0	0	0	0	0	0	3	3	1	2
524.04	55	9.528	1898	0	1	0	0	0	0	0	0	0	0	3	1	2	2
479.04	35	13.686857	1898	0	1	0	0	0	0	0	0	0	0	1	1	1	1
323.03	113	2.858673	1970	0	1	0	0	0	0	0	0	0	0	4	4	3	4
748.85	45	16.641111	1970	0	1	0	0	0	0	0	0	0	0	5	4	1	1
377.94	56	6.748929	1951	0	1	0	0	0	0	0	1	0	0	2	3	2	2
1009.18	55	18.348727	1980.5	0	1	0	0	0	0	0	1	0	0	9	5	2	2
1130	55	20.545455	1980.5	0	1	0	0	0	0	0	1	0	0	1	5	2	2
925.1	55	16.82	1980.5	0	1	0	0	0	0	0	1	0	0	6	5	2	2
989.44	55	17.989818	1980.5	0	1	0	0	0	0	0	1	0	0	1	5	2	2
1169.07	75	15.5876	1956	0	1	0	0	0	0	0	1	0	0	0	3	2	3
535.81	110	4.871	1957	0	1	0	0	0	0	0	1	0	0	9	3	3	5
591.25	27	21.898148	1957	0	1	0	0	0	0	0	0	0	0	2	3	1	1
1152.1	50	23.042	1957	0	1	0	0	0	0	0	0	0	0	3	3	1	2
783.56	58	13.509655	1985	0	1	0	0	0	0	0	1	0	0	2	6	2	2
335.56	39	8.604103	1957	0	1	0	0	0	0	0	1	0	0	30	3	1	1
1241.67	65	19.102615	1959	0	1	0	0	0	0	0	1	0	1	12	3	2	3
892.04	56	15.929286	1971.5	0	1	0	0	0	0	0	0	0	0	1	4	2	2
939.92	63	14.919365	1971.5	0	1	0	0	0	0	0	1	0	0	1	4	2	2
1180.04	82	14.390732	1980.5	0	1	0	0	0	0	0	1	0	0	2	5	3	3
663.81	53	12.524717	1971.5	0	1	0	0	0	0	0	1	0	0	22	4	2	2
713.24	90	7.924889	1957	0	1	0	0	0	0	0	1	0	0	11	3	3	3
581.33	50	11.6266	1971.5	0	1	0	0	0	0	0	1	0	0	14	4	1	2
1390.37	100	13.9037	1957	0	1	0	0	0	0	0	1	0	1	2	3	3	3
1287.08	110	11.700727	1971.5	0	1	0	0	0	0	0	1	0	1	9	4	3	3
970	61	15.901639	1957	0	1	0	0	0	0	0	1	0	1	0	3	2	3
1320	64	20.625	1985	0	1	0	0	0	0	0	1	0	0	6	6	2	2
1120.05	95	11.79	1971.5	0	1	0	0	0	1	0	0	0	0	20	4	3	3
1599.57	106	15.090283	1980.5	0	1	0	0	0	0	0	0	0	0	3	5	3	3
365.84	87	4.205057	1957	0	1	0	0	0	1	0	1	0	0	2	3	3	4
599.99	87	6.896437	1957	0	1	0	0	0	1	0	1	0	0	6	3	3	4
653.27	54	12.097593	1980.5	0	1	0	0	0	1	0	1	0	0	9	5	2	1
537.16	60	8.952667	1979	0	1	0	0	0	1	0	0	0	0	4	5	2	2
583	46	12.673913	1980.5	0	1	0	0	0	1	0	1	0	0	13	5	1	1
739.91	90	8.221222	1933.5	0	1	0	0	0	1	0	1	0	0	28	2	3	4
508.6	30	16.953333	1957	0	1	0	0	0	1	0	1	0	0	3	3	1	1
953.45	65	14.668462	1984	0	1	0	0	0	1	0	0	0	0	2	6	2	3
858.98	35	24.542286	1971.5	0	1	0	0	0	1	0	0	0	0	3	4	1	2
1351.93	104	12.999327	1970	0	1	0	0	0	1	0	0	0	0	2	4	3	4
570	70	8.142857	1957	0	1	0	0	0	1	0	0	0	0	3	3	2	3
483.16	52	9.291538	1965	0	1	0	0	0	1	0	0	0	0	18	3	2	2
1334.66	85	15.701882	1980	0	1	0	0	0	1	0	1	0	0	9	5	3	3
405.92	46	8.824348	1957	0	1	0	0	0	0	0	0	0	0	24	3	1	2
662.87	45	14.730444	1933.5	0	1	0	0	0	1	0	1	0	0	15	2	1	2
335.8	38	8.836842	1954	1	1	0	0	0	0	0	0	0	0	2	3	1	1
1240.25	90	13.780556	1980.5	0	1	0	0	0	1	0	1	0	0	11	5	3	3
1220	82	14.878049	1980.5	0	1	0	0	0	1	0	0	0	0	6	5	3	3
1756.78	110	15.970727	1983	0	1	0	0	0	0	1	1	0	0	6	5	3	4
424.2	29	14.627586	1957	0	1	0	0	1	0	1	1	0	0	21	3	1	1
158	29	5.448276	1957	0	1	0	0	1	0	1	0	0	0	17	3	1	1
307.43	80	3.842875	1893	0	0	0	0	0	0	1	1	0	0	60	1	2	3
515.1	76	6.777632	1971.5	0	1	0	0	0	0	1	1	0	0	21	4	2	3
510.92	76	6.722632	1971.5	0	1	0	0	0	0	1	1	0	0	21	4	2	3
761.31	72	10.57375	1957	0	1	0	0	1	0	1	0	0	0	8	3	2	3
697.57	60	11.626167	1957	0	1	0	0	1	0	1	0	0	0	31	3	2	3
550.05	60	9.1675	1960	0	1	0	0	1	0	1	0	0	0	13	3	2	3
322.83	48	6.725625	1893	0	1	0	0	0	1	0	0	0	0	5	1	1	2
771.22	54	14.281852	1971.5	0	1	0	0	0	0	0	1	0	0	17	4	2	2
1084.08	65	16.678154	1956	0	1	0	0	0	0	0	1	0	0	7	3	2	3
821	80	10.2625	1957	0	0	1	0	0	0	0	0	0	0	21	3	2	3
824.28	67	12.302687	1957	0	1	0	0	0	0	0	0	0	0	11	3	2	3
686.93	82	8.377195	1957	0	1	0	0	0	0	0	0	0	0	24	3	3	3
726.73	76	9.562237	1933.5	0	1	0	0	0	0	1	1	0	0	32	2	2	2
409	24	17.041667	1966	0	1	0	0	0	0	1	0	0	0	3	4	1	1
1120	51	21.960784	1985	0	1	0	0	0	0	0	1	0	0	0	6	2	2
944.55	51	18.520588	1985	0	1	0	0	0	0	0	1	0	1	7	6	2	2
979.88	60	16.331333	1957	0	1	0	0	0	0	0	1	0	0	1	3	2	2
750	70	10.714286	1971.5	0	1	0	0	0	0	0	1	0	0	20	4	2	3
647.8	96	6.747917	1957	0	1	0	0	0	0	0	1	0	0	11	3	3	5
1370.97	83	16.517711	1957	0	1	0	0	0	0	0	1	0	0	3	3	3	4
544.15	32	17.004688	1957	0	1	0	0	0	0	0	1	0	0	1	3	1	1
523.76	56	9.352857	1971.5	0	1	0	0	0	0	0	1	0	0	21	4	2	2
671.22	76	8.831842	1971.5	0	1	0	0	0	1	0	0	0	0	19	4	2	3
1087.13	100	10.8713	1933.5	0	1	0	0	0	1	0	1	0	0	20	2	3	4
431.41	28	15.4075	1971.5	0	1	0	0	0	0	0	1	0	0	7	4	1	1
858.5	47	18.265957	1971.5	0	1	0	0	0	0	0	1	0	0	19	4	1	2
688	75	9.173333	1957	0	1	0	0	0	1	0	0	0	0	15	3	2	3
895.21	70	12.788714	1957	0	0	1	0	0	1	0	0	0	0	22	3	2	3
467.88	44	10.633636	1933.5	1	0	1	0	0	1	0	0	0	0	40	2	1	2
1130.84	55	20.560727	1967	0	1	0	0	0	1	0	1	0	0	1	4	2	2
558.3	30	18.61	1967	1	1	0	0	0	1	0	0	0	0	9	4	1	1
1600	106	15.09434	1893	0	1	0	0	0	1	0	0	0	0	26	1	3	3
567	75	7.56	1975	0	1	0	0	0	1	0	1	0	0	3	4	2	3
560.14	81	6.915309	1980.5	0	1	0	0	0	1	0	1	0	0	14	5	3	4
714.45	56	12.758036	1940	0	1	0	0	0	1	0	1	0	0	3	2	2	2
472.9	56	8.444643	1933.5	0	0	1	0	0	1	0	0	0	0	52	2	2	2
364.94	54	6.758148	1933.5	0	0	1	0	0	1	0	0	0	0	35	2	2	2
611.17	103	5.933689	1971.5	0	1	0	0	0	0	0	0	0	0	4	4	3	4
560.2	108	5.187037	1968	0	1	0	0	0	0	0	1	0	0	7	4	3	6
868.76	104	8.353462	1971.5	0	1	0	0	0	0	0	1	0	0	19	4	3	6
670	74	9.054054	1971.5	0	1	0	0	0	0	0	0	0	0	5	4	2	3
668.47	60	11.141167	1957	0	1	0	0	0	1	0	0	0	0	21	3	2	3
1195.46	60	19.924333	1968	0	1	0	0	0	1	0	1	0	0	8	4	2	2
471.77	34	13.875588	1957	0	1	0	0	0	1	0	0	0	0	34	3	1	1
936.08	60	15.601333	1958	0	1	0	0	0	1	0	0	0	0	8	3	2	2
874.2	62	14.1	1958	0	1	0	0	0	1	0	1	0	0	3	3	2	2
971.17	65	14.941077	1957	0	1	0	0	0	1	0	0	0	0	34	3	2	2
1247.88	78	15.998462	1937	0	1	0	0	0	1	0	0	0	0	2	2	2	3
1438.06	80	17.97575	1939	0	1	0	0	0	1	0	1	0	0	5	2	2	3
1291.08	103	12.534757	1980.5	0	1	0	0	0	1	0	1	0	0	3	5	3	4
481.51	31	15.532581	1964	0	1	0	0	0	1	0	0	0	0	2	3	1	1
523.4	29	18.048276	1964	0	1	0	0	0	1	0	0	0	0	1	3	1	1
775.24	41	18.908293	1964	0	1	0	0	0	1	0	0	0	0	0	3	1	1
860.65	54	15.937963	1980.5	0	1	0	0	0	1	0	1	0	0	13	5	2	2
1242.34	72	17.254722	1980.5	0	1	0	0	0	1	0	1	0	0	5	5	2	3
1481.62	55	26.938545	1980.5	0	1	0	0	0	1	0	0	0	1	1	5	2	2
1262.31	72	17.532083	1980.5	0	1	0	0	0	1	0	1	0	0	4	5	2	3
2028.64	80	25.358	1992	0	1	0	0	0	1	0	1	0	0	1	6	2	3
1490.88	92	16.205217	1957	0	1	0	0	0	1	0	1	0	0	13	3	3	4
754	74	10.189189	1957	0	1	0	0	0	0	0	0	1	0	19	3	2	3
754.9	85	8.881176	1893	1	0	0	0	0	0	0	0	0	0	19	1	3	3
